@relation MERGED_STAGGERED_test!-weka.filters.unsupervised.attribute.Remove-R69

@attribute 1 numeric
@attribute 2 numeric
@attribute 3 numeric
@attribute 4 numeric
@attribute 5 numeric
@attribute LLE1 numeric
@attribute LLE2 numeric
@attribute LLE3 numeric
@attribute LLE4 numeric
@attribute LLE5 numeric
@attribute LLE6 numeric
@attribute LTSA1 numeric
@attribute LTSA2 numeric
@attribute LTSA3 numeric
@attribute LTSA4 numeric
@attribute LTSA5 numeric
@attribute LTSA6 numeric
@attribute Mod_LLE1 numeric
@attribute Mod_LLE2 numeric
@attribute Mod_LLE3 numeric
@attribute Mod_LLE4 numeric
@attribute Mod_LLE5 numeric
@attribute Mod_LLE6 numeric
@attribute Isomap1 numeric
@attribute Isomap2 numeric
@attribute Isomap3 numeric
@attribute Isomap4 numeric
@attribute Isomap5 numeric
@attribute Isomap6 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute SE1 numeric
@attribute SE2 numeric
@attribute SE3 numeric
@attribute SE4 numeric
@attribute SE5 numeric
@attribute SE6 numeric
@attribute tSNE1 numeric
@attribute tSNE2 numeric
@attribute tSNE3 numeric
@attribute tSNE4 numeric
@attribute tSNE5 numeric
@attribute tSNE6 numeric
@attribute blosum62_val1 numeric
@attribute blosum62_val2 numeric
@attribute blosum62_val3 numeric
@attribute blosum62_val4 numeric
@attribute blosum62_val5 numeric
@attribute blosum62_val6 numeric
@attribute tip_pos numeric
@attribute protrusion numeric
@attribute length numeric
@attribute total_charge numeric
@attribute nr_charged numeric
@attribute Happiness_mean numeric
@attribute Nr_sad numeric
@attribute identity numeric
@attribute similarity numeric
@attribute Hydropathy numeric
@attribute Hydropathy_diff numeric
@attribute Access numeric
@attribute Relacc numeric
@attribute Scacc numeric
@attribute Screlacc numeric
@attribute simlength numeric
@attribute local_CA_nom {>0<1,>1<2,>4<50,>2<3,>3<4}

@data
1,1,0.5,0,0,-0.367849,-0.008712,-0.513418,0.518845,-0.177022,0.548157,-0.159174,-0.268736,-0.139983,-0.092099,-0.242967,0.902959,-0.300389,-0.189166,-0.38165,0.458002,-0.258798,0.672,-0.965381,-7.04039,-3.482621,7.851716,-11.170254,14.80693,-2.348254,-6.310339,5.836432,-10.956926,-0.015699,13.794786,-0.128479,-0.07789,-0.274834,0.493812,-0.234496,0.480458,71.599007,-351.624939,-260.175323,-19.838041,-179.253403,-100.755753,6.161428,9.869186,9.20691,7.966189,11.778814,1.199047,98,6.775843,13,0,4,0.894,0,0.615,0.55,-1.39,0,267.454,153.234,208.939,124.947,0.042308,>2<3
0,0.25,0,0,0,-0.038503,-0.066989,0.514053,-0.470763,-0.472003,0.534205,0.030327,-0.101516,0.713761,-0.30392,-0.30392,0.542757,0.284235,0.280775,0.293755,-0.577304,-0.577304,0.295843,-1.815425,-2.889898,13.036618,-11.063543,-11.063543,13.79579,-11.626692,7.705404,2.155096,10.617431,0.230842,-9.082082,0.078997,-0.179962,0.447947,-0.249428,-0.311906,0.447947,627.15863,2704.014648,1603.559937,-500.492188,-500.492188,-1813.216064,6.291634,9.243736,-0.454817,12.624895,12.624895,-1.385496,97,5.637211,6,-2,2,0.841,0,0.5,0.364,-0.19,0,245.157,153.298,207.618,160.112,0.060667,>0<1
1,1,0.5,0,0,0.230722,-0.567515,-0.275926,0.420324,-0.324146,0.516542,0.761002,-0.48483,0.093166,-0.200176,0.163166,-0.332327,-0.286217,0.682903,0.223477,-0.422331,0.220341,-0.418173,-8.300033,12.425179,0.766669,1.538995,3.996942,-10.427752,-5.318977,-12.646524,-0.940487,6.782168,9.06548,3.05834,-0.259449,-0.322273,0.042082,0.394681,-0.334136,0.31559,-633.545654,-65.625092,117.834198,326.302979,-243.124466,-426.409882,11.074649,2.895807,5.737079,5.94238,5.897212,9.259479,98,8.188659,7,-1,1,0.866,0,0.286,0,-2.09,0.62,405.517,261.993,309.719,264.253,0,>2<3
1,1,0,0,0,-0.477591,0.483361,-0.47584,-0.205282,0.48199,0.193362,0.65973,-0.180668,0.65973,0.248818,-0.180668,-0.048168,0.564526,-0.346091,0.568003,-0.18145,-0.409675,-0.195313,-2.196575,-7.344257,4.882234,16.186806,-9.371209,-2.157,4.835003,8.966383,4.835003,-9.269166,0.376984,-9.744207,0.308447,-0.308447,0.308447,0.423276,-0.308447,-0.141092,-750.102417,113.652252,392.27533,-435.151825,707.248901,-156.533829,10.67453,11.862451,10.67453,-0.797214,11.862451,10.088877,99,5.520121,10,-2,2,0.9,0,0.7,0.557,-1.42,0.62,219.976,139.237,155.287,117.676,0.0557,>2<3
1,0.25,0,0,0,0.261023,-0.265945,-0.647134,0.415718,0.465737,-0.229399,-0.255711,-0.193316,0.908647,-0.180684,-0.144568,-0.134368,-0.350084,0.510043,0.577785,-0.375459,-0.377188,0.014903,-8.089751,10.073783,13.485608,-9.879665,-1.840171,-3.749803,12.615059,-8.6879,-12.949507,6.820373,3.85431,-1.652336,0.413911,-0.395601,-0.409998,0.259361,0.184154,-0.043721,-49.985844,-72.44252,-64.043625,-42.361778,-34.39365,-56.743656,8.544096,1.302488,4.953104,8.937195,7.740237,9.842543,99,8.091531,19,2,8,0.854,0,0.947,0.925,-4.25,0,619.152,385.213,503.055,396.767,0.048684,>1<2
0.666667,0,0,0,0,-0.288673,-0.288673,-0.288677,0.576486,-0.288677,0.578213,0.000001,0.000001,0.000001,-1,-0,0,-0.288674,-0.288674,-0.288676,0.577097,-0.288676,0.577603,-1.135339,-1.135339,12.009684,-10.98639,12.233773,-10.98639,-9.546283,-9.546283,-3.619831,11.373327,-0.034257,11.373327,0.011707,-0.220721,-0.220721,0.46515,-0.326967,0.46515,2663.455322,587.299194,1562.790649,-539.183472,-1851.115479,-539.183472,9.077451,9.077451,9.790914,3.904707,8.995062,3.904707,99,6.375546,10,-1,3,0.819,1,0.6,0.492,-1.79,0,512.23,245.006,465.798,267.745,0.0492,>0<1
1,1,0.75,0,0,-0.287866,0.402414,0.110144,-0.457628,-0.386777,0.619713,-0.17984,-0.161251,-0.139998,-0.182589,-0.246297,0.909975,-0.180929,0.289833,0.055823,-0.3863,-0.483507,0.70508,-1.295548,6.841331,-0.277208,-6.323749,-14.259165,15.314338,-3.947619,-10.002295,5.729374,-6.207354,0.884402,13.543492,0.086604,-0.240608,-0.293582,0.361918,0.401014,-0.396484,11.202312,-23.384916,-59.028778,46.8587,-99.332542,87.118851,8.253118,4.744731,10.684143,7.829541,10.28242,2.147861,101,5.145441,13,2,4,0.809,1,0.385,0.151,0.16,0,301.68,176.959,299.605,224.241,0.011615,>2<3
1,0.25,0,0,0,0.44417,0.3033,-0.566879,-0.558974,0.137558,0.240825,0,0,0,0,0,1,-0.315278,-0.071385,0.579122,0.519797,-0.221447,-0.490809,3.307002,-1.053513,-9.817929,2.417683,-10.149251,15.296008,-2.068599,9.406553,-8.87316,5.45751,-7.14815,3.225847,0.33716,0.070293,-0.234248,-0.373387,-0.230606,0.573088,230.130661,585.295288,398.873108,57.743805,-140.982376,-473.872192,6.58006,6.326957,12.137314,12.137314,9.828492,0.479733,99,5.963834,9,-1,1,0.905,0,0.556,0.491,0.53,0,340.478,243.646,253.337,178.383,0.054556,>1<2
1,1,1,0.25,0,0.512573,-0.30869,-0.46935,-0.367004,0.107683,0.524787,0,0,0,0,1,0,0.505754,-0.379105,-0.347611,-0.388741,0.037765,0.571938,0.266692,5.074997,-7.612827,-12.065836,14.070282,0.266692,8.287089,2.335032,-4.756365,-2.288282,-11.864563,8.287089,0.063834,0.280939,-0.203976,-0.428938,0.644632,-0.095118,163.366974,82.567825,7.826862,120.510086,45.784245,-34.983284,9.084796,10.223305,5.044589,1.414387,9.653385,9.084796,99,6.463947,14,-2,4,0.814,2,0.357,0.212,-2.72,1.78,753.636,439.136,602.755,416.028,0.015143,>3<4
0,0,0,0,0,0.271255,-0.619589,0.317943,0.243084,0.317762,-0.530453,-0.013139,0.278827,-0.026248,0.056899,-0.026248,0.957845,-0.249514,0.648571,-0.36789,-0.158222,-0.353994,0.48105,-5.085773,17.689253,-11.921289,-1.186047,-11.921289,12.425145,4.0114,16.643068,-4.166303,-2.176473,0.128396,-14.440087,-0.212877,0.43998,-0.212877,0.146078,-0.273855,0.43998,-596.980286,-2478.880127,1306.078979,257.954956,1306.078979,-1480.141846,10.310518,-5.49344,12.492711,7.537646,12.492711,-4.056377,101,6.496726,5,-2,2,0.882,0,0.8,0.778,-0.89,0,177.086,105.413,141.765,102.596,0.1556,>0<1
1,0.75,0,0,0,0.287235,-0.420368,0.286,-0.336422,0.606056,-0.422501,0.007668,0.008496,0.007668,0.849421,0.006604,0.527494,-0.349354,0.339572,-0.237591,0.445469,-0.593077,0.394981,-0.490641,0.280077,-0.490641,16.52319,-5.936262,-9.885723,4.516954,-10.113351,4.516954,-2.555106,10.587443,-6.952894,-0.182394,0.267828,0.009649,0.637107,-0.396634,-0.396634,488.474518,-382.683075,-110.184814,-663.692078,170.815598,-981.374268,6.724754,7.538626,6.724754,0.725402,10.875593,10.490455,101,4.320039,4,1,1,0.844,0,0.25,0.045,-1.97,0.05,233.391,147.006,171.319,118.669,0.01125,>1<2
1,1,0.75,0,0,0.009165,-0.44372,0.501251,-0.188818,-0.443254,0.565376,-0.161301,-0.187198,-0.172301,-0.208859,-0.182633,0.912291,-0.050001,-0.478046,0.479123,-0.030766,-0.4775,0.55719,-1.995231,-10.622389,11.777243,-2.801363,-10.622389,14.264129,-1.838196,4.728856,11.618589,-6.417663,4.728856,-12.820443,0.030895,-0.345561,0.365783,-0.154835,-0.360243,0.416026,36.042587,57.451954,15.266449,81.662712,-6.131621,-30.350897,6.226216,12.670455,-1.427987,8.855958,12.670455,-1.849921,99,5.674689,15,-2,4,0.904,0,0.4,0.236,-0.67,0.08,719.888,482.624,479.111,358.947,0.015733,>2<3
1,0.25,0,0,0,0.261023,-0.265945,-0.647134,0.415718,0.465737,-0.229399,-0.255711,-0.193316,0.908647,-0.180684,-0.144568,-0.134368,-0.350084,0.510043,0.577785,-0.375459,-0.377188,0.014903,-8.089751,10.073783,13.485608,-9.879665,-1.840171,-3.749803,-7.670927,3.643651,7.441936,-2.724305,10.820615,-11.51097,0.413911,-0.395601,-0.409998,0.259361,0.184154,-0.043721,-49.985844,-72.44252,-64.043625,-42.361778,-34.39365,-56.743656,8.544096,1.302488,4.953104,8.937195,7.740237,9.842543,99,7.508454,19,4,8,0.845,0,0.947,0.934,-5.33,0,675.104,373.026,579.833,386.65,0.049158,>1<2
1,1,1,0.5,0,0.433974,-0.305615,0.422418,-0.455383,0.357213,-0.452608,-0.548661,0.377732,-0.41281,0.407776,-0.231482,0.407446,0.580057,-0.316019,0.347421,-0.438123,0.256836,-0.430172,13.268086,-8.973775,10.314224,-11.787522,3.648599,-6.469611,-8.820799,3.492624,-12.508152,4.558761,11.028205,2.24936,0.377744,0.154843,0.377744,0.154843,0.377744,0.154843,534.769775,-1895.277344,1506.850464,-587.757935,2603.628418,-587.757935,2.022224,12.502219,3.383117,12.215607,2.023804,12.215607,98,8.067912,12,-1,1,0.935,0,0.583,0.493,1.17,0,633.97,342.482,503.533,312.081,0.041083,>3<4
0,0,0,0,0,-0.433624,-0.435557,0.535661,-0.223435,0.533728,0.023227,0.599432,0.599432,-0.373504,-0.040986,-0.373504,0.025927,-0.205064,-0.205064,0.66106,-0.016378,0.66106,0.204031,-5.838694,-5.838694,-3.758045,6.476867,-3.758045,12.716611,-4.392618,0.846127,8.561582,-10.635157,8.561582,-2.941515,-0.044032,0.140567,-0.20805,0.489643,-0.445611,0.409062,1909.339355,-1520.35144,-358.364685,-2627.175781,-358.364685,803.304565,9.529445,9.529445,4.033779,9.662485,4.033779,6.129973,99,6.763917,13,1,3,0.79,2,0.846,0.867,-0.55,0,511.963,320.024,426.524,334.215,0.066692,>0<1
0.333333,0,0,0,0,-0.479245,0.332793,-0.178889,0.520151,-0.508525,0.313715,-0.251859,0.299735,-0.643231,0.495459,-0.252137,0.352033,-0.557439,0.238258,0.205637,0.501613,-0.556866,0.168797,-5.826637,-0.005018,15.436506,-11.977488,17.069356,-14.696718,6.023152,-2.954208,-8.041331,-14.989286,6.023152,13.938522,0.406167,0.041175,0.406167,0.041175,0.406167,0.041175,63.026089,-33.250786,118.296875,-137.347931,-82.113152,14.172421,10.367588,4.115038,14.90866,-2.114202,10.367588,1.990813,101,5.189882,4,1,1,0.947,0,0.5,0.138,0.66,0.14,77.759,45.175,64.326,43.906,0.0345,>0<1
0,0,0,0,0,-0.416064,0.661376,-0.326121,0.206814,-0.403889,0.277884,-0.16038,0.777218,-0.29022,-0.278532,-0.345949,0.297862,0.328396,-0.573514,0.345541,-0.067329,0.451832,-0.484926,-1.943236,15.33416,-11.953846,4.107886,-10.808328,5.263365,-6.215308,-3.212751,12.277393,6.714192,3.66184,-13.225366,-0.214285,0.409787,-0.214285,0.287541,-0.305386,0.287541,-130.173737,-326.48819,256.509491,-548.420349,60.196407,478.427551,7.714517,2.883573,10.156036,8.359325,10.397172,2.024925,99,9.135433,14,1,3,0.912,0,0.857,0.902,-0.35,0,447.603,296.86,322.428,247.788,0.064429,>0<1
1,1,1,0,0,-0.289288,-0.268042,-0.292501,0.64242,-0.299218,0.50663,-0.236416,-0.218615,-0.120133,0.901752,-0.251034,-0.075554,-0.301072,-0.269802,-0.264368,0.643901,-0.312837,0.504178,-3.309868,-2.467837,-13.913448,17.011742,-10.252894,12.932305,-8.245869,-11.093985,-0.390156,16.068397,-6.223502,9.885115,-0.24205,-0.045249,-0.226118,0.480616,-0.226118,0.480616,230.795029,142.097992,-179.383377,63.74625,-12.339511,-90.696014,-2.275899,-1.946911,-0.362428,16.554589,-3.776881,11.52991,99,6.167428,14,2,2,0.852,0,0.357,0.272,-0.58,0.07,385.111,217.596,304.651,201.002,0.019429,>3<4
1,0.5,0,0,0,-0.288904,0.596223,-0.287386,-0.285539,-0.292436,0.558041,-0.111892,-0.391452,-0.124342,-0.10624,-0.151774,0.885699,-0.293949,0.598428,-0.2831,-0.297996,-0.278988,0.555604,-7.428705,13.182112,-2.710297,-2.508349,-13.045831,12.511071,-9.908071,-7.065791,4.825511,1.60475,-1.892723,12.436324,-0.235891,0.479544,-0.124796,-0.076695,-0.301804,0.492227,-55.435658,-14.091236,-35.761845,-45.639683,-67.200363,-25.708908,7.05821,-8.97434,5.183829,5.886346,9.472228,-8.122842,97,7.350593,5,0,2,0.806,0,0.6,0.393,-2.15,0,302.289,172.755,188.621,120.918,0.0786,>1<2
1,1,1,0.25,0,0.236519,0.413015,0.415161,-0.552288,-0.543272,0.030865,0.543486,0.11857,0.11857,-0.8007,0.188108,0,-0.2198,-0.487409,-0.487808,0.400984,0.405071,0.388963,-10.925605,-0.065679,-0.065679,5.330119,-10.007529,15.734374,-1.878488,8.718891,3.652663,-7.29388,-11.848026,8.64884,-0.258946,-0.168214,-0.009578,0.449508,0.640739,-0.258946,-98.146156,-61.46352,-132.088974,-114.857681,-151.599945,-80.919624,8.595629,9.180246,9.180246,9.295186,9.863668,0.53357,99,8.209462,12,1,3,0.759,2,0.417,0.154,-3.19,0.52,436.599,326.666,278.685,211.981,0.012833,>3<4
0.666667,0,0,0,0,0.071128,0.480453,0.003086,-0.516197,-0.517682,0.479211,0.085874,0.928766,0.117409,0.15933,0.15933,0.255855,-0.323243,-0.467818,-0.096706,0.533203,0.577372,-0.222809,-2.315218,11.955493,-2.46919,-10.001904,-10.001904,12.832722,7.087439,-7.121012,-1.704209,10.557342,-10.557342,1.737782,-0.16861,0.475695,-0.036959,-0.250202,-0.279541,0.475695,188.097595,-2585.27832,-678.339539,1250.372314,1250.372314,-1573.280884,5.968448,-2.936747,5.82477,12.956984,12.956984,-0.493948,98,6.401624,10,-2,2,0.927,0,0.6,0.509,-0.33,0.02,267.074,200.494,211.58,222.948,0.0509,>0<1
1,0.5,0,0,0,0.444337,-0.561573,-0.564262,0.303451,0.137715,0.240333,0,0,0,0,0,1,-0.315278,0.519797,0.579122,-0.071385,-0.221447,-0.490809,3.307002,2.417683,-9.817929,-1.053513,-10.149251,15.296008,6.350343,-8.87316,-5.45751,-5.990902,11.44285,2.528379,0.33716,-0.373387,-0.234248,0.070293,-0.230606,0.573088,-184.347351,-257.335297,-78.169212,-116.874069,-218.594376,-151.110809,6.58006,12.137314,12.137314,6.326957,9.828492,0.479733,98,5.980166,8,0,2,0.93,0,0.75,0.652,-0.53,0.24,310,202.18,264.331,209.471,0.0815,>1<2
1,0,0,0,0,0.248786,0.302009,0.266787,-0.565193,0.334473,-0.586861,-0.059647,0.148222,-0.204406,-0.748008,0.426188,0.437651,-0.253032,-0.323232,-0.238665,0.520207,-0.332477,0.627199,0.030545,-7.029599,-7.006674,13.37726,-13.500446,14.128914,7.242523,-12.181737,-2.537346,-7.850708,13.142921,2.184346,-0.036959,-0.250202,-0.16861,0.475695,-0.279541,0.475695,-57.741978,-21.990049,-39.960911,-75.927711,-1.256731,-96.408562,7.368926,10.517445,10.728768,2.054539,10.151345,0.962287,101,4.660512,10,0,2,0.882,1,0.5,0.407,-1.94,0,492.175,312.731,381.064,290.704,0.0407,>1<2
1,1,1,0,0,0.486707,-0.255888,-0.291108,-0.29948,0.658679,-0.29891,0,-0.039413,0,0,0.999223,0,0.14549,0.490274,0.490274,0.490274,0.131757,0.490274,-7.87695,7.125968,-2.837184,1.234069,-17.870213,20.224309,-6.847075,1.322352,1.572975,-8.087915,14.825588,-2.785924,0.493378,0.070287,-0.128309,-0.22885,0.442948,-0.276434,-2487.230469,-442.12027,2208.80542,2208.80542,-4780.587891,2208.80542,-1.399943,7.638391,12.401716,12.401716,-3.448734,12.401716,97,6.520237,13,-1,1,0.943,0,0.615,0.635,0.86,0.52,447.783,227.473,387.95,233.607,0.048846,>3<4
0.333333,0,0,0,0,0.098998,-0.350428,0.500518,0.544766,-0.346882,-0.446972,0,0,0,0,0,1,-0.237911,0.242159,-0.465477,-0.468285,0.373103,0.55641,-1.681123,-0.037085,-0.941926,-6.313103,-6.576897,15.550134,2.457243,-8.397015,-4.224909,-4.224909,0.050098,14.339491,-0.072409,0.376989,-0.326976,-0.326976,0.371999,0.249359,287.836731,441.322571,-2.748132,-318.193787,-158.101212,154.95961,9.100998,6.047414,9.371369,9.371369,9.758739,-2.427917,101,3.230387,3,0,0,0.845,0,0.333,0.214,-0.17,0.71,95.094,62.975,70.205,61.539,0.071333,>0<1
0.666667,0,0,0,0,-0.21376,0.578483,-0.180864,-0.384359,-0.357528,0.558027,0.204704,0.155423,0.172303,0.226698,-0.91094,0.151812,-0.222389,0.581475,-0.246815,-0.315075,-0.363181,0.565986,0.041787,-11.479557,0.377532,9.330349,13.039014,-11.309125,0.874738,-10.78954,-1.474502,11.763354,8.969887,-9.343936,-0.016318,0.462975,-0.148005,-0.292699,-0.425572,0.367737,277.947449,-122.07122,40.847488,-35.63916,115.043747,191.517319,6.402701,11.935763,5.582611,5.638229,1.390513,11.368301,98,6.49969,7,-1,1,0.887,0,0.429,0.314,0.16,0.01,154.271,110.338,91.33,78.445,0.044857,>0<1
1,1,0.25,0,0,-0.422831,0.537619,-0.426106,0.441463,-0.336417,0.206272,-0.293263,0.465938,-0.293314,0.406805,-0.592766,0.3066,-0.309739,0.517535,-0.331018,0.537699,-0.482585,0.068108,-1.68496,-13.02923,14.063667,-13.436249,14.92539,-0.838618,4.903921,4.136523,-10.142665,11.960316,-9.636748,-1.221347,0.377463,0.155527,0.377463,0.155527,0.377463,0.155527,-262.516205,44.500778,255.442627,-51.558048,-150.550735,143.534424,0.885622,12.849527,0.885622,11.461428,-3.006464,7.613955,99,6.740413,10,-1,3,0.833,1,0.6,0.375,-0.91,0,412.293,215.556,366.128,227.847,0.0375,>2<3
1,0.5,0,0,0,0.593936,-0.289463,-0.28745,-0.290191,0.560437,-0.28727,-0.519293,-0.069089,-0.077428,-0.063095,0.83876,-0.109854,0.594684,-0.293934,-0.286411,-0.294233,0.559577,-0.279683,14.195144,-9.91843,-2.56913,-13.953457,13.175822,-0.929949,12.640167,-2.185492,1.044552,-5.41928,-12.494886,6.414939,0.493378,-0.22885,-0.128309,-0.276434,0.442948,0.070287,-202.976486,-104.176804,-151.637527,-175.717422,-128.274765,-76.972229,-2.297359,10.84117,8.101421,11.791364,-2.571096,8.778474,97,7.040941,5,-1,3,0.848,0,0.2,-0.296,-1.98,0.05,411.474,251.347,311.336,235.99,-0.0592,>1<2
1,0.5,0,0,0,0.36078,-0.507373,0.398451,-0.505822,0.414682,-0.160717,-0.34273,0.44345,-0.492758,0.443926,-0.375702,0.323813,-0.284473,0.526328,-0.491862,0.499214,-0.369409,0.120202,12.501857,-11.997865,3.151525,-11.997865,12.899229,-4.556882,-5.46227,7.713995,-9.501552,11.810064,-12.707717,8.147481,0.328229,0.24276,0.328229,0.24276,0.328229,0.24276,-713.607422,455.981445,-460.827026,-237.222366,203.21022,-20.389538,1.566526,17.35075,4.446839,17.35075,-0.472039,9.912353,101,5.572268,6,-1,1,0.854,0,0.5,0.422,-0.06,0,359.966,251.732,204.536,140.359,0.070333,>1<2
0.333333,0.25,0,0,0,0.45933,0.460664,0.252419,-0.483815,-0.489089,-0.199509,0,0,0,0,0,1,0.427807,0.469892,0.30955,-0.323539,-0.390809,-0.492902,2.085109,-10.192477,-10.118736,0.194215,3.102268,14.929621,-4.227642,2.640382,-2.897283,0.793897,-9.515581,13.206228,-0.213102,-0.213102,-0.308889,0.308889,0.308889,0.447731,39.542374,-52.026749,2.250847,19.781078,-14.742335,-32.231697,10.284947,10.284947,9.31104,4.606556,4.422458,1.386011,99,7.654414,11,1,5,0.771,2,0.909,0.902,-3.98,0,429.321,244.393,353.66,246.422,0.082,>0<1
0.666667,0,0,0,0,0.31719,-0.415941,-0.380444,0.384302,0.510834,-0.415941,-0.451512,0.303767,-0.451512,-0.451512,-0.451512,0.303767,0.369538,-0.393791,-0.392276,0.216601,0.593719,-0.393791,3.298367,13.21704,-12.072131,-9.161041,-8.499275,13.21704,-6.926911,-8.753955,8.753955,1.411109,-3.238153,8.753955,-0.286563,0.290772,0.290772,-0.286563,-0.286563,0.290772,-580.086304,-1627.689087,274.408813,1157.062012,2155.145264,-1627.689087,1.398281,12.631089,12.631089,1.42771,-2.227458,12.631089,101,5.241339,9,-1,1,0.948,0,0.667,0.66,-0.01,0,182.597,106.689,158.384,109.766,0.073333,>0<1
0,0,0,0,0,-0.255297,-0.308051,-0.269683,0.633698,-0.316121,0.515455,-0.058635,0.062781,0.025225,-0.760558,0.095207,0.63598,-0.235874,-0.305584,-0.270042,0.672895,-0.327979,0.466584,-1.448414,-11.105844,-2.949486,16.739821,-13.199743,11.963667,-1.299782,11.551379,2.742986,-16.147359,-4.680837,7.833613,0.011029,-0.258949,-0.095868,0.478754,-0.321547,0.451406,-140.583206,-173.872803,-131.758621,-149.083298,-157.026566,-165.222275,-0.357604,-5.688793,-3.368341,15.742481,-6.328894,10.041594,102,4.0548,3,-1,1,0.828,0,0.667,0.579,-1.34,0,200.102,116.379,172.697,125.905,0.193,>0<1
1,0,0,0,0,0.437145,-0.53996,0.368284,-0.560314,0.257641,0.037205,0,0,0,0,0,1,0.327897,-0.575085,0.223346,-0.543231,0.116215,0.450857,0.202733,9.989683,-12.743132,-4.729434,-6.549303,13.829454,2.382665,4.554861,12.242559,-4.124154,-1.197547,-13.858383,0.316228,-0.408248,0.408248,-0.316228,0,0,-29.47472,-22.813,-14.94316,-7.224223,-38.697693,-47.087921,6.38772,11.81934,6.710768,11.81934,10.109521,0.985324,97,5.039756,6,0,2,0.923,0,0.5,0.429,0,0.07,314.159,213.98,220.216,172.418,0.0715,>1<2
1,1,0.5,0,0,0.259533,0.277863,-0.604264,0.315699,0.299657,-0.548489,-0.101015,-0.097446,-0.973685,-0.097446,-0.091966,-0.119516,-0.238032,-0.332026,0.646294,-0.334179,-0.238766,0.496708,-2.036533,2.810441,14.592171,-14.434522,-13.549263,12.617706,-7.523293,4.147214,13.77159,-9.804068,-4.212611,3.621168,0.011707,-0.220721,0.46515,-0.220721,-0.326967,0.46515,689.842651,-216.104111,-465.868134,4.844676,219.105209,440.056915,6.375128,12.351216,2.714846,12.351216,9.186973,2.265548,101,4.219649,10,-2,2,0.875,0,0.6,0.407,0.98,0,189.926,129.481,142.559,100.189,0.0407,>2<3
1,0.75,0,0,0,-0.312449,-0.266021,0.589434,-0.256211,-0.318092,0.563339,-0.374422,-0.206068,0.727242,-0.110847,-0.38912,0.353215,-0.443647,-0.099672,0.529975,-0.003272,-0.497766,0.514382,-12.760007,-1.676356,14.577229,-0.030494,-14.120541,14.010168,-5.109547,0.599804,12.762328,-11.183375,-7.707228,10.638017,-0.208669,-0.208669,0.460896,0.021288,-0.305938,0.460896,-301.494904,-473.14917,-343.37027,-254.20433,-383.978485,-425.864899,9.620366,7.360694,-5.771448,2.683935,11.666261,-6.1913,97,5.396357,6,-1,1,0.907,0,0.667,0.647,0.58,0.59,179.315,95.845,179.209,125.339,0.107833,>1<2
1,1,1,1,0,0.289512,-0.571184,0.343981,0.175362,-0.573045,0.335374,0.061375,-0.0223,0.430817,0.041781,-0.0223,0.898827,0.352385,-0.578434,0.399169,0.163778,-0.554668,0.217769,-1.523874,-10.696124,12.733222,-2.822332,-10.696124,13.005231,10.744125,-0.55245,-2.207284,-10.211688,-6.644339,8.871636,0.078997,-0.249428,0.447947,-0.179962,-0.311906,0.447947,-57.439255,-122.672951,179.204803,0.28674,113.998108,56.276615,6.755834,12.693221,-1.369687,7.758433,12.693221,-1.995973,99,5.26988,16,-2,2,0.882,0,0.375,0.2,-0.3,0.52,390.684,252.479,328.796,265.594,0.0125,>4<50
1,1,1,0,0,-0.285421,0.592558,-0.288099,-0.291414,-0.289484,0.56186,0.063907,0.989725,0.06012,0.06012,0.054307,0.078624,-0.303177,0.596575,-0.273176,-0.273852,-0.303533,0.557162,-2.262827,14.831588,2.122738,-14.407669,-13.804729,13.5209,6.244271,12.968401,0.055163,0.055163,-6.53723,-12.785768,0.011707,0.46515,-0.220721,-0.220721,-0.326967,0.46515,199.032928,2256.136719,-917.13031,-917.13031,1165.560547,-2217.336182,6.378882,3.427966,12.302552,12.302552,8.968702,2.642104,98,9.170027,11,-1,1,0.954,0,0.636,0.508,0.45,0,440.736,277.5,342.75,249.656,0.046182,>3<4
1,1,0.75,0,0,-0.318081,-0.384457,0.371953,0.415374,-0.509587,0.424799,-0.004005,-0.004005,-0.004005,0.99996,-0.004005,-0.004005,-0.369519,-0.216527,0.392568,0.393781,-0.59378,0.393477,3.298367,-9.161041,-12.072131,13.21704,-8.499275,13.21704,-6.926911,-2.88359,2.239015,-8.753955,14.086427,2.239015,0.094153,0.094153,0.397243,0.397243,0.094153,0.397243,-775.665833,-2888.163574,1704.0896,370.370117,-1768.202637,370.370117,1.398281,1.42771,12.631089,12.631089,-2.227458,12.631089,98,10.175741,6,-1,1,0.846,1,0.667,0.514,0.04,0,389.778,223.289,178.364,119.827,0.085667,>2<3
1,1,1,1,1,-0.314583,-0.437244,0.030061,-0.310465,0.71588,0.316351,-0.504258,0.337547,0.062983,-0.504258,-0.086529,-0.605025,0.313823,0.5797,-0.290224,0.233746,-0.61381,-0.223235,-0.283451,-7.158596,16.141568,-0.283451,-8.006083,-0.409987,1.971706,6.931797,-13.549773,1.971706,-5.530881,8.205444,0.046663,-0.530258,0.670246,-0.223415,-0.139988,0.176753,-132.144089,-78.542099,-61.236568,-95.258675,-41.656433,-112.569542,9.986653,8.489017,0.138798,9.986653,9.173181,9.262931,99,7.828885,15,-1,5,0.868,0,0.4,0.322,-3.63,0.49,667.484,423.877,532.787,388.459,0.021467,>4<50
