@relation 'new_2-weka.filters.unsupervised.attribute.Remove-R50,54-58,60-62,82,84-85-weka.filters.unsupervised.attribute.NumericToNominal-R53-weka.filters.unsupervised.attribute.Remove-R73-weka.filters.unsupervised.attribute.Remove-R61-62-weka.filters.unsupervised.attribute.Remove-R67-70-weka.filters.unsupervised.attribute.Remove-R57-weka.filters.unsupervised.attribute.Remove-R1'

@attribute LLE1 numeric
@attribute LLE2 numeric
@attribute LLE3 numeric
@attribute LLE4 numeric
@attribute LLE5 numeric
@attribute LLE6 numeric
@attribute LTSA1 numeric
@attribute LTSA2 numeric
@attribute LTSA3 numeric
@attribute LTSA4 numeric
@attribute LTSA5 numeric
@attribute LTSA6 numeric
@attribute Mod_LLE1 numeric
@attribute Mod_LLE2 numeric
@attribute Mod_LLE3 numeric
@attribute Mod_LLE4 numeric
@attribute Mod_LLE5 numeric
@attribute Mod_LLE6 numeric
@attribute Isomap1 numeric
@attribute Isomap2 numeric
@attribute Isomap3 numeric
@attribute Isomap4 numeric
@attribute Isomap5 numeric
@attribute Isomap6 numeric
@attribute MDS1 numeric
@attribute MDS2 numeric
@attribute MDS3 numeric
@attribute MDS4 numeric
@attribute MDS5 numeric
@attribute MDS6 numeric
@attribute SE1 numeric
@attribute SE2 numeric
@attribute SE3 numeric
@attribute SE4 numeric
@attribute SE5 numeric
@attribute SE6 numeric
@attribute tSNE1 numeric
@attribute tSNE2 numeric
@attribute tSNE3 numeric
@attribute tSNE4 numeric
@attribute tSNE5 numeric
@attribute tSNE6 numeric
@attribute blosum62_val1 numeric
@attribute blosum62_val2 numeric
@attribute blosum62_val3 numeric
@attribute blosum62_val4 numeric
@attribute blosum62_val5 numeric
@attribute blosum62_val6 numeric
@attribute tip_pos numeric
@attribute tip_res {S,D,R,W,F,P,G,Y,H,V,E,I,L,N,A,C,T,Q,K,M}
@attribute protrusion numeric
@attribute local_CA_nom {1,2,3,4,5}
@attribute length numeric
@attribute total_charge numeric
@attribute nr_charged numeric
@attribute Nr_sad numeric
@attribute identity numeric
@attribute similarity numeric
@attribute Hydropathy numeric
@attribute Hydropathy_diff numeric
@attribute Access numeric
@attribute Relacc numeric
@attribute Scacc numeric
@attribute Screlacc numeric
@attribute simlength numeric

@data
-0.288674,-0.288674,-0.288676,0.576357,-0.288676,0.578343,-0.000406,-0.000406,-0.000406,-1,-0.000406,-0.000406,-0.295972,-0.282482,-0.285617,0.576885,-0.290568,0.577755,-1.105748,-1.567182,11.592932,-10.590686,12.26137,-10.590686,-6.125657,6.885095,12.137415,0.505291,-2.153751,-11.248393,-0.220721,0.011707,-0.220721,0.46515,-0.326967,0.46515,-1645.877563,181.707062,-717.184448,1283.669189,-2696.715332,1283.669189,3.034413,1.514967,3.762966,12.317051,-0.102484,12.317051,99,Y,6.823826,1,13,0,2,1,0.692,0.684,-2.03,0,772.118,417.08,653.766,383.436,0.052615
0.245863,-0.759329,0.19355,0.232998,0.409139,-0.322221,0,0,0,0,-1,0,-0.381211,0.783299,-0.212337,-0.223186,-0.253156,0.286591,0.202545,-15.187666,5.735375,0.202545,15.615684,-6.568484,-3.284845,14.2105,-3.284845,-3.284845,5.537137,-9.893102,-0.258946,0.640739,-0.009578,-0.168214,-0.258946,0.449508,-74.221741,-114.738808,-32.432556,14.703321,-156.513733,-203.709457,10.292925,4.099447,10.292925,10.292925,8.045276,4.637906,99,S,6.085397,1,11,0,4,2,0.364,0.103,-4.17,0.21,345.259,224.268,236.249,199.129,0.009364
-0.281974,-0.337239,0.510233,-0.242422,-0.285771,0.637173,-0.133754,-0.162983,-0.373576,-0.115689,-0.10384,0.889843,-0.228502,-0.167533,0.451118,-0.351954,-0.375145,0.672017,-1.707196,-10.827825,9.764752,-1.042213,-10.043901,13.856382,-6.430048,0.660152,7.503556,-3.682266,-11.302427,13.251033,-0.132704,-0.22985,0.495259,-0.132704,-0.22985,0.495259,-111.731407,8.497018,-50.701614,138.48201,-180.678268,69.520149,6.559681,10.162154,1.231554,8.793375,9.179699,1.043479,101,E,4.263372,1,4,1,1,0,0.75,0.87,-0.18,0,180.449,116.698,144.366,95.543,0.2175
0.520884,0.517924,-0.425557,-0.522877,-0.014763,-0.075612,0,0,0,0,0,1,-0.561868,-0.483953,0.260525,0.469964,-0.078592,0.393925,-0.078894,-0.078894,5.713293,-7.406939,-13.53248,15.383915,8.752653,8.752653,-1.982836,-11.077898,-7.818088,3.373516,-0.299213,-0.017999,-0.135735,0.35321,0.652423,-0.299213,53.248768,92.57827,33.260002,10.690017,115.160866,72.596756,9.036873,9.036873,4.931871,10.287339,9.740752,0.98615,98,A,5.573189,1,9,0,2,1,0.667,0.692,-1.19,0,359.825,232.601,278.091,187.901,0.076889
0.28869,-0.576486,-0.578213,0.287794,0.288695,0.289521,0.080081,-0.553751,-0.553751,0.344642,0.377823,0.344642,-0.009309,-0.706984,-0.706984,-0.009309,-0.009309,-0.009309,10.301734,-8.721217,-8.721217,-3.490629,14.121958,-3.490629,-12.236805,-2.549854,-2.549854,1.332101,14.672311,1.332101,0.475695,-0.279541,-0.250202,-0.036959,0.475695,-0.16861,-1069.184204,1257.605713,2366.067627,93.960381,-2176.828613,93.960381,0.273639,12.359873,12.359873,11.146595,-2.797718,11.146595,100,T,8.158581,2,12,-2,2,0,0.5,0.31,2.38,0.52,439.244,301.96,421.667,393.141,0.025833
-0.203803,-0.240622,0.605155,-0.348765,-0.350414,0.538448,-0.160537,-0.172543,0.911678,-0.170547,-0.182117,-0.225934,-0.304878,-0.273554,0.665412,-0.288295,-0.27754,0.478855,-0.667969,-1.586838,13.676508,-10.963217,-11.085186,10.626702,-6.00969,-2.212316,7.960126,11.560579,1.531805,-12.830504,-0.076695,-0.124796,0.492227,-0.235891,-0.301804,0.479544,-162.379105,-278.099243,-246.211258,-130.459244,-190.590637,-217.98082,7.348526,6.696879,-0.104859,10.867953,11.079816,1.060123,99,G,6.518671,2,17,-1,3,1,0.471,0.367,-2.62,0,792.181,500.834,625.979,448.491,0.021588
-0.519432,-0.52101,0.46639,0.145105,-0.038673,0.467619,0,0,0,0,1,0,-0.523657,-0.526294,0.461223,0.182098,-0.041875,0.448506,1.883081,-0.230841,-0.241006,-6.993968,19.404008,-13.821273,1.460857,-5.019883,9.006854,6.892359,-3.333333,-9.006854,0.308447,0.308447,-0.308447,-0.141092,0.423276,-0.308447,-382.343628,-382.343628,839.067688,2002.789429,-2762.85376,-1602.661743,10.568302,10.568302,10.927048,12.648908,-2.609747,10.927048,99,Y,6.793039,2,12,-3,3,1,0.417,0.324,1.09,0,773.73,464.479,640.396,478.503,0.027
-0.085125,-0.445525,-0.106282,0.523766,-0.444531,0.557697,-0.386,0.001155,-0.582497,0.6913,0.001155,0.183857,0.263215,-0.576881,0.275601,0.314527,-0.576881,0.300419,-1.914164,-11.020114,-3.015471,13.052179,-11.020114,13.917684,7.268318,10.995571,-7.803009,2.328887,-10.995571,-1.794196,-0.036959,-0.250202,-0.16861,0.475695,-0.279541,0.475695,776.295715,-1136.29895,1663.627319,-82.898621,-1136.29895,2666.523193,6.207695,12.641945,8.890893,-1.823108,12.641945,-2.149778,101,D,5.278723,2,16,-3,3,2,0.375,0.205,-0.02,0.05,849.416,532.431,586.793,436.337,0.012812
-0.511779,0.332827,0.71603,-0.179227,-0.082858,-0.274993,0,0,0,0,0,1,0.568917,-0.209069,-0.439803,0.513911,-0.418141,-0.015815,0.278199,-0.699334,-6.067553,-0.256638,-9.795941,16.541267,2.026202,-6.019171,-11.216163,4.089595,-3.079594,14.199131,-0.182394,0.009649,0.637107,0.267828,-0.396634,-0.396634,18.24544,-49.181961,-258.198242,-114.583145,-182.011032,94.444572,8.16714,6.220953,10.990677,8.172924,10.004199,-0.613448,101,P,5.417006,2,10,-1,1,0,0.4,0.246,-1.38,0.52,251.727,141.966,224.944,159.496,0.0246
0.505153,-0.332139,0.640664,-0.254844,-0.240932,-0.317901,0.65048,-0,0.752901,-0,0.100074,-0,0,0.499603,0.03983,0.499603,0.499603,0.499603,10.881232,-13.787113,14.337495,6.756201,-4.400701,-13.787113,12.557898,-8.186243,10.651688,-8.186243,1.349145,-8.186243,0.43998,-0.212877,0.43998,-0.212877,0.146078,-0.273855,-4952.437012,2684.330566,-224.478455,2684.330566,-2465.797852,2684.330566,1.157018,12.539134,-2.696924,12.539134,5.255432,12.539134,99,T,6.959174,2,10,-1,1,1,0.6,0.61,0.45,0,336.645,179.561,283.315,170.994,0.061
0.321169,-0.605036,0.242704,0.266169,-0.545929,0.320923,0,0,0,0,0,1,-0.307405,0.57091,-0.36331,-0.206718,0.576262,-0.269739,3.419177,-9.307684,-1.307828,-1.340358,-7.168478,15.705171,-10.709471,9.2955,-6.738765,-2.775304,9.2955,1.632541,-0.24205,0.480616,-0.226118,-0.045249,0.480616,-0.226118,235.39682,-115.906036,437.012115,-294.258942,57.045929,-495.883209,6.437835,12.463514,9.443352,6.347806,12.463514,-1.348747,97,S,6.620167,1,8,-2,2,0,0.875,0.778,-0.99,0,286.082,160.88,210.783,133.142,0.09725
0.341993,-0.494526,0.070118,-0.618978,0.397906,0.303488,-0.027926,-0.309934,-0.174229,-0.312439,0.878774,-0.054246,0.314004,-0.494857,0.058967,-0.602391,0.4802,0.244077,4.972149,-10.356881,-1.054906,-11.559089,13.352101,4.646626,2.456756,10.529338,6.41095,0.665023,-8.674139,-11.387928,-0.240608,0.361918,0.086604,0.401014,-0.396484,-0.293582,-513.993164,666.754761,-33.062042,-258.801605,185.843353,411.581329,5.968218,8.857756,6.605464,9.037895,4.915897,10.046451,99,D,5.101616,2,14,-2,2,1,0.286,0.025,2.8,0.66,645.555,385.016,592.482,457.713,0.001786
-0.408506,-0.149171,-0.40799,0.558382,-0.149687,0.556972,0,0,0,0,0,1,0,0,0,0.707107,0,0.707107,-0,-0,-0,-12.884099,0,12.884099,0,-0,8.228503,-8.679015,-3.844188,4.2947,-0.311906,-0.179962,-0.249428,0.447947,0.078997,0.447947,800.08374,-1113.222656,-3316.320313,2772.84668,-1113.222656,2772.84668,7.258191,11.645153,7.258191,10.568689,11.645153,10.568689,101,D,4.860876,2,12,-4,4,0,0.5,0.493,-2.27,0.38,559.713,360.933,350.512,256.726,0.041083
-0.38064,0.030018,-0.08759,-0.553813,0.341458,0.650567,-0.039829,-0.636332,-0.306676,-0.004503,-0.37024,0.601952,-0.403683,0.332296,-0.002719,-0.647515,0.207564,0.514057,2.980186,-4.863763,0.448725,13.54874,-2.396287,-9.7176,-6.342375,10.779874,5.41898,2.652481,-8.774452,-3.734507,0.33716,-0.230606,0.070293,0.573088,-0.234248,-0.373387,-29.125847,7.073164,-11.804999,-2.958207,-20.625673,-39.255501,8.133069,10.886984,6.348649,7.290771,6.138975,3.390526,101,A,4.572062,1,12,3,3,0,0.417,0.423,1.26,0,307.035,211.587,207.171,157.442,0.03525
0.115962,-0.491143,-0.024915,0.533531,-0.541666,0.408231,0,0,0,0,0,1,-0.020769,-0.432951,0.104948,0.391373,-0.590083,0.547483,-0.572568,-8.224707,0.43062,3.598807,-10.660659,15.428506,-0.200057,-9.756245,-6.519849,-1.951423,10.936998,7.490576,-0.060889,-0.288297,0.219008,0.293784,-0.41641,0.502441,-534.95575,-829.560547,533.543335,-21.63286,238.966812,-274.348145,6.824952,10.963879,7.598441,3.534439,11.733886,-1.590028,99,R,6.263661,2,15,-2,6,1,0.4,0.318,-6.57,0,650.084,365.275,578.567,406.076,0.0212
-0.427963,0.407922,-0.426563,0.407504,-0.368823,0.407923,0.26048,-0.265292,0.26048,-0.531227,0.664333,-0.265292,-0.142111,0.563028,-0.142111,0.563028,-0.092767,0.563028,6.095707,5.839436,-20.477829,-8.581437,-3.735477,20.8596,-10.024783,3.25747,10.024783,3.25747,-9.77241,3.25747,0.407839,0.018282,0.407839,0.018282,0.407839,0.018282,70.246445,-2705.713867,-1692.8125,1133.474854,-797.008057,1133.474854,1.697449,12.616641,1.697449,12.616641,-2.231472,12.616641,99,D,5.898434,1,9,-2,4,1,0.556,0.283,-3.39,0,305.474,158.73,250.241,155.946,0.031444
0.288673,0.288673,-0.576486,0.288677,0.288677,-0.578213,0.001889,0.001889,0.999753,-0.006688,-0.019854,0.006862,-0.288674,-0.288674,0.577097,-0.288676,-0.288676,0.577603,-1.135339,-1.135339,-10.98639,12.009684,12.233773,-10.98639,0.931206,9.546283,-11.373327,7.901575,4.36759,-11.373327,0.011707,-0.220721,0.46515,-0.220721,-0.326967,0.46515,-2849.595947,1655.594482,347.210846,-1750.783813,-777.10083,347.210846,9.077451,9.077451,3.904707,9.790914,8.995062,3.904707,101,D,5.116589,2,8,0,2,1,0.75,0.702,-2.61,0,300.447,174.85,252.517,164.15,0.08775
0.218608,-0.60262,0.33634,0.328335,0.265097,-0.54576,0,-0,0,0,-0,1,-0.220305,0.630749,-0.350122,-0.350011,-0.220237,0.509925,-6.620329,15.098565,0.861722,-7.702963,-14.942032,13.305036,12.367615,2.610413,5.979286,-0.212105,-13.581046,-7.164162,-0.076695,0.479544,-0.124796,-0.235891,-0.301804,0.492227,277.462921,-138.001556,13.493554,411.471161,147.503738,562.958923,5.059252,12.86101,10.708878,10.708878,5.200019,6.883279,97,G,5.073593,1,11,-2,2,0,0.909,0.886,0.57,0.52,471.216,295.771,374.325,255.413,0.080545
-0.182023,0.1781,0.48123,0.479838,-0.565917,-0.391227,0.042332,-0.292413,-0.398003,-0.398034,0.679079,0.367038,0.189352,-0.062902,-0.538897,-0.493448,0.542296,0.363598,7.634582,-3.13548,-6.777991,-6.777991,7.831675,1.225206,-9.390862,4.843387,1.473578,1.473578,-6.251295,7.851614,0.239899,-0.214308,-0.292166,-0.292166,0.35718,0.344433,1198.172485,2304.667725,36.765362,36.765362,-2230.115723,-1124.330444,6.849833,10.623421,12.60975,12.60975,3.012897,6.087875,98,G,5.454212,1,7,-1,3,0,0.286,0.2,-1.38,0.24,153.845,117.264,104.057,102.39,0.028571
0.480087,-0.551546,0.273302,-0.565179,0.232588,0.130748,-0.403317,0.442615,-0.095227,0.442615,-0.660645,0,-0.347219,0.536539,-0.087068,0.568857,-0.202904,-0.468206,-0.732546,3.699122,-0.304195,-9.872986,-8.715232,15.925837,-4.986345,4.629746,2.360703,1.214096,11.198277,-14.416476,-0.292153,0.379392,0.01181,0.435614,-0.32363,-0.237715,869.463806,-438.163452,-798.679504,190.035172,-119.235382,508.957642,6.302952,12.016513,6.434298,12.016513,10.116023,0.069143,97,G,6.248074,1,6,-1,1,0,0.667,0.486,-0.03,0,251.397,179.896,189.482,167.123,0.081
-0.288673,-0.288676,-0.288675,0.576315,-0.288675,0.578384,-0.007985,-0.00428,-0.00428,-0.999698,0.001407,-0.022385,-0.238839,-0.34751,-0.335426,0.573442,-0.225944,0.574278,-0.050756,14.485144,-6.269284,-9.841769,11.518433,-9.841769,-1.209666,10.042447,10.042447,-11.631068,4.386907,-11.631068,0.011707,-0.220721,-0.220721,0.46515,-0.326967,0.46515,-2585.554443,-1499.269043,1870.703003,576.056946,-536.179626,576.056946,6.523992,12.291944,12.291944,2.04341,9.284708,2.04341,98,Y,7.598916,1,13,-1,1,0,0.846,0.864,0.05,0,171.117,90.852,143.41,87.367,0.066462
-0.427963,0.407922,-0.426563,0.407504,-0.368823,0.407923,0.26048,-0.265292,0.26048,-0.531227,0.664333,-0.265292,-0.142111,0.563028,-0.142111,0.563028,-0.092767,0.563028,6.095707,5.839436,-20.477829,-8.581437,-3.735477,20.8596,-0.452706,-1.981275,-0.452706,8.496215,-14.105743,8.496215,-0.272536,0.303958,-0.272536,0.303958,-0.272536,0.303958,70.246445,-2705.713867,-1692.8125,1133.474854,-797.008057,1133.474854,1.697449,12.616641,1.697449,12.616641,-2.231472,12.616641,98,D,5.692514,1,9,-2,4,1,0.556,0.283,-3.39,0,459.69,234.974,397.199,245.835,0.031444
-0.38064,0.030018,-0.08759,-0.553813,0.341458,0.650567,-0.039829,-0.636332,-0.306676,-0.004503,-0.37024,0.601952,-0.403683,0.332296,-0.002719,-0.647515,0.207564,0.514057,2.980186,-4.863763,0.448725,13.54874,-2.396287,-9.7176,-6.342375,10.779874,1.215807,6.855654,-8.774452,-3.734507,0.33716,-0.230606,0.070293,0.573088,-0.234248,-0.373387,-29.125847,7.073164,-11.804999,-2.958207,-20.625673,-39.255501,8.133069,10.886984,6.348649,7.290771,6.138975,3.390526,101,A,4.949232,1,11,3,3,0,0.545,0.458,1.1,0,291.34,174.674,219.368,172.319,0.041636
0.100034,-0.265388,0.602532,-0.433974,-0.430659,0.427455,0.196535,0.121046,0.250213,-0.908512,0.151974,0.188746,-0.037277,-0.188757,0.528886,-0.539516,-0.308387,0.545051,-6.685968,1.770418,-11.357452,15.150152,2.947341,-1.824492,-11.408144,6.457975,-3.419903,13.857095,-6.897289,1.410266,-0.060561,0.309319,-0.400239,0.424185,0.161548,-0.383724,252.674423,-81.501518,597.289429,-426.09906,-815.656433,986.887878,6.256845,9.253641,7.002129,10.198823,5.922448,6.779,100,T,7.80966,2,12,1,3,1,0.333,0.162,-2.87,0,567.31,423.907,391.229,343.88,0.0135
0.254963,0.626279,0.253409,-0.22393,-0.372596,-0.538126,0,0,0,0,0,1,0.308112,0.629182,0.205219,-0.338157,-0.281268,-0.523088,-0.806029,-6.907825,-0.806029,-7.862119,0.42995,15.952053,-1.685715,-10.025471,-3.995116,10.421477,-2.284398,7.569223,-0.182394,-0.396634,0.009649,-0.396634,0.267828,0.637107,-1443.727417,-325.820587,707.849121,-850.576294,183.061218,1301.12207,7.467649,5.771589,7.467649,11.191355,6.558098,0.376142,97,G,4.59079,1,5,0,0,0,0.6,0.577,-0.52,0,170.506,111.916,142.123,122.509,0.1154
-0.055564,-0.52322,0.418867,0.038326,-0.458262,0.579854,0.026285,-0.546772,-0.11396,-0.17128,-0.005441,0.811169,0.067494,-0.577903,0.331272,-0.020802,-0.415448,0.615387,-0.157191,-13.025406,9.470971,-0.751872,-10.154811,14.618309,1.661997,-7.137329,6.316297,-10.880397,-3.696952,13.736384,0.18626,-0.45731,0.260917,-0.10912,-0.272865,0.468425,-52.807709,-3.93714,-19.212484,29.665007,-34.981026,11.858856,7.48489,11.27865,4.02445,10.379721,10.575677,-0.367636,99,S,7.329617,2,12,-1,1,0,0.333,0.254,0.32,0.51,214.978,165.284,139.215,141.493,0.021167
-0.367849,-0.008712,-0.513418,0.518845,-0.177022,0.548157,-0.159174,-0.268736,-0.139983,-0.092099,-0.242967,0.902959,-0.300389,-0.189166,-0.38165,0.458002,-0.258798,0.672,-0.965381,-7.04039,-3.482621,7.851716,-11.170254,14.80693,-2.348254,-6.310339,5.836432,-10.956926,-0.015699,13.794786,-0.128479,-0.07789,-0.274834,0.493812,-0.234496,0.480458,71.599007,-351.624939,-260.175323,-19.838041,-179.253403,-100.755753,6.161428,9.869186,9.20691,7.966189,11.778814,1.199047,98,Y,6.775843,2,13,0,4,0,0.615,0.55,-1.39,0,267.454,153.234,208.939,124.947,0.042308
0.039491,0.502438,-0.323716,-0.391791,-0.399339,0.572916,-0.17209,-0.153401,-0.184525,-0.191574,-0.21045,0.912039,-0.213801,0.431534,-0.305452,-0.2859,-0.324674,0.698294,0.005283,9.910125,-1.771082,-10.972779,-11.095052,13.923505,7.189256,-1.815316,9.800314,-11.345226,3.835538,-7.664566,0.086604,0.361918,-0.240608,-0.293582,-0.396484,0.401014,-518.941345,520.598755,-168.904572,170.544708,-914.647217,916.332031,7.873166,8.78619,6.052998,10.044231,10.399891,2.861933,101,D,5.203453,1,10,0,2,0,0.5,0.351,-0.15,0,538.269,333.369,434.818,312.095,0.0351
0.446381,-0.498297,0.070232,0.069997,0.474839,-0.563152,0,-0,-0,0,-0,1,-0.548306,0.2886,0.288205,0.288248,-0.605451,0.288703,-10.338634,10.207608,-0.3723,-0.3723,-13.000511,13.876137,-7.529719,1.800651,-8.499465,4.15333,13.010642,-2.935439,-0.278022,0.45292,-0.009014,-0.064074,-0.379513,0.586922,983.700867,227.1642,582.264587,-873.643921,-472.261719,-117.177193,6.184407,9.061984,6.945675,6.945675,5.928934,5.399913,98,A,6.494525,1,10,-1,1,0,0.8,0.759,0.47,0,369.108,236.462,302.207,242.169,0.0759
-0.288665,-0.288665,-0.288682,0.576486,-0.288687,0.578213,0.061945,0.061945,-0.323757,0.690651,-0.560953,0.30958,-0.288669,-0.288669,-0.288679,0.577097,-0.288683,0.577603,-1.206144,-1.206144,9.238127,-10.143924,13.462009,-10.143924,-1.283668,-1.283668,-7.63264,10.984454,-11.768932,10.984454,0.019222,-0.189129,-0.23271,0.461085,-0.320592,0.461085,2347.41626,1230.829956,-1116.920044,57.042549,-2235.474121,57.042549,9.105761,9.105761,10.811083,-0.665038,10.855154,-0.665038,101,D,5.675288,1,12,1,3,1,0.917,0.953,-2.06,0,730.968,406.964,549.729,387.028,0.079417
-0.038503,-0.066989,0.514053,-0.470763,-0.472003,0.534205,0.030327,-0.101516,0.713761,-0.30392,-0.30392,0.542757,0.284235,0.280775,0.293755,-0.577304,-0.577304,0.295843,-1.815425,-2.889898,13.036618,-11.063543,-11.063543,13.79579,-11.626692,7.705404,2.155096,10.617431,0.230842,-9.082082,0.078997,-0.179962,0.447947,-0.249428,-0.311906,0.447947,627.15863,2704.014648,1603.559937,-500.492188,-500.492188,-1813.216064,6.291634,9.243736,-0.454817,12.624895,12.624895,-1.385496,97,D,5.637211,1,6,-2,2,0,0.5,0.364,-0.19,0,245.157,153.298,207.618,160.112,0.060667
0.230722,-0.567515,-0.275926,0.420324,-0.324146,0.516542,0.761002,-0.48483,0.093166,-0.200176,0.163166,-0.332327,-0.286217,0.682903,0.223477,-0.422331,0.220341,-0.418173,-8.300033,12.425179,0.766669,1.538995,3.996942,-10.427752,-5.318977,-12.646524,-0.940487,6.782168,9.06548,3.05834,-0.259449,-0.322273,0.042082,0.394681,-0.334136,0.31559,-633.545654,-65.625092,117.834198,326.302979,-243.124466,-426.409882,11.074649,2.895807,5.737079,5.94238,5.897212,9.259479,98,N,8.188659,2,7,-1,1,0,0.286,0,-2.09,0.62,405.517,261.993,309.719,264.253,0
-0.405786,0.388211,-0.506637,0.296721,0.509996,-0.282506,0.255749,-0.378982,0.345115,-0.212437,-0.564494,0.555048,0.292605,-0.348885,0.406194,-0.212633,-0.603912,0.466631,3.850743,-4.074068,7.824505,-9.639682,-13.8072,15.845703,-11.403145,7.003096,11.976231,2.848446,-1.41537,-9.009257,-0.191982,0.360291,-0.191982,0.360291,0.360291,-0.191982,87.902885,71.456505,55.075356,79.986824,63.907589,96.223198,8.36452,8.529824,8.607393,9.788015,5.351013,5.272524,97,P,5.549923,2,6,-1,1,0,0.667,0.559,0.46,0,325.977,207.432,240.075,180.043,0.093167
-0.477591,0.483361,-0.47584,-0.205282,0.48199,0.193362,0.65973,-0.180668,0.65973,0.248818,-0.180668,-0.048168,0.564526,-0.346091,0.568003,-0.18145,-0.409675,-0.195313,-2.196575,-7.344257,4.882234,16.186806,-9.371209,-2.157,4.835003,8.966383,4.835003,-9.269166,0.376984,-9.744207,0.308447,-0.308447,0.308447,0.423276,-0.308447,-0.141092,-750.102417,113.652252,392.27533,-435.151825,707.248901,-156.533829,10.67453,11.862451,10.67453,-0.797214,11.862451,10.088877,99,P,5.520121,2,10,-2,2,0,0.7,0.557,-1.42,0.62,219.976,139.237,155.287,117.676,0.0557
-0.281356,-0.295388,-0.281394,0.606001,-0.295464,0.5476,-0.001612,0.000607,-0.001612,-0.629638,0.004013,0.776875,-0.280833,-0.294173,-0.282081,0.607359,-0.296418,0.546147,-1.174698,-13.498678,-1.174698,15.412636,-13.676552,14.11199,4.103399,2.196035,-9.750423,12.963486,-8.738153,-0.774343,-0.226118,-0.24205,-0.045249,0.480616,-0.226118,0.480616,-32.087326,-255.119934,-496.315948,-145.300995,-368.334656,95.901848,9.034389,10.075596,9.034389,2.959971,9.39291,2.972398,97,F,5.323258,1,6,0,2,1,0.667,0.583,-1.12,0,169.034,90.291,155.878,99.727,0.097167
-0.265475,0.402605,-0.471633,0.402171,-0.470276,0.402608,0.52719,-0.313676,0.452601,0.339987,0.452601,-0.313676,-0.389408,0.238043,-0.582395,0.238043,-0.582395,0.238043,7.390497,10.726296,-5.837978,-17.253445,22.228076,-17.253445,-13.321494,3.004626,-6.47753,8.758852,5.030921,3.004626,0.147245,0.38077,0.147245,0.38077,0.147245,0.38077,-1493.511475,2493.395508,-5174.858887,2493.395508,-5174.858887,2493.395508,3.26498,11.96352,5.200753,11.96352,5.200753,11.96352,101,G,5.19793,1,4,0,0,0,0.5,0.308,0.36,0,188.976,110.372,153.838,87.106,0.077
0.288673,-0.578494,0.288673,0.288676,-0.576205,0.288676,0,0,0,0,-1,0,-0.420784,-0.381945,-0.420784,-0.420784,-0.381945,-0.420784,-0,12.884099,0,-0,-12.884099,-0,5.792356,9.063285,-2.89219,-8.346702,4.729952,-8.346702,-0.326967,0.46515,0.011707,-0.220721,0.46515,-0.220721,-403.986847,861.459534,-752.898315,203.939651,512.566467,-95.349907,6.698353,11.969068,10.110065,4.476336,11.969068,4.476336,99,T,7.225616,3,22,-1,5,1,0.318,0.221,-3.46,0.29,793.823,532.028,577.038,458.431,0.010045
0.261023,-0.265945,-0.647134,0.415718,0.465737,-0.229399,-0.255711,-0.193316,0.908647,-0.180684,-0.144568,-0.134368,-0.350084,0.510043,0.577785,-0.375459,-0.377188,0.014903,-8.089751,10.073783,13.485608,-9.879665,-1.840171,-3.749803,12.615059,-8.6879,-12.949507,6.820373,3.85431,-1.652336,0.413911,-0.395601,-0.409998,0.259361,0.184154,-0.043721,-49.985844,-72.44252,-64.043625,-42.361778,-34.39365,-56.743656,8.544096,1.302488,4.953104,8.937195,7.740237,9.842543,99,E,8.091531,1,19,2,8,0,0.947,0.925,-4.25,0,619.152,385.213,503.055,396.767,0.048684
-0.288673,-0.288673,-0.288677,0.576486,-0.288677,0.578213,0.000001,0.000001,0.000001,-1,-0,0,-0.288674,-0.288674,-0.288676,0.577097,-0.288676,0.577603,-1.135339,-1.135339,12.009684,-10.98639,12.233773,-10.98639,-9.546283,-9.546283,-3.619831,11.373327,-0.034257,11.373327,0.011707,-0.220721,-0.220721,0.46515,-0.326967,0.46515,2663.455322,587.299194,1562.790649,-539.183472,-1851.115479,-539.183472,9.077451,9.077451,9.790914,3.904707,8.995062,3.904707,99,A,6.375546,1,10,-1,3,1,0.6,0.492,-1.79,0,512.23,245.006,465.798,267.745,0.0492
0.387449,-0.44346,0.38545,0.237098,-0.662714,0.096177,-0.230947,-0.467916,-0.230947,-0.565376,-0.115387,0.584309,-0.541325,0.196103,-0.574463,0.266883,0.491022,0.161781,-0.255931,-9.232471,-0.255931,19.670559,-13.131502,3.205276,-8.96063,7.096096,8.96063,-4.356335,4.839898,-7.579659,0.090084,-0.29968,0.021487,0.479559,-0.414605,0.424116,300.745911,331.66153,268.866119,399.576721,232.843201,363.546295,9.221465,10.403788,9.221465,0.856909,10.299101,8.724087,99,V,7.711644,1,11,4,6,2,0.455,0.324,-4.04,0.38,239.67,139.74,198.558,125.285,0.029455
-0.470786,0.38154,0.375177,-0.647451,0.119572,0.241949,-0.459477,0.482886,0.059225,-0.542823,0.505459,-0.04527,-0.403154,0.344737,0.246289,-0.707203,0.366849,0.152482,1.779899,-9.55912,-6.596939,12.520804,2.59954,-0.744184,6.395625,-10.239804,-1.150966,-6.261576,2.952702,8.304019,0.342894,-0.371373,-0.132763,0.528451,-0.385279,0.070198,-7.164371,42.892609,18.877583,30.750111,56.707088,6.782165,7.857923,10.504561,4.721919,7.671394,10.530912,6.581769,101,D,5.287209,2,13,1,3,2,0.308,0.015,-2.04,0,545.596,360.851,385.21,316.03,0.001154
