1,2,3,4,5,tip_pos,protrusion,length,total_charge,nr_charged,Happiness_mean,Nr_sad,identity,similarity,Hydropathy,Hydropathy_diff,Access,Relacc,Scacc,Screlacc,Access_avg,Relacc_avg,Scacc_avg,Screlacc_avg,simlength,local_CA_nom
0.0,0.0,0.0,0.0,0.0,99,8.350358,16,0,6,0.84,0,0.938,0.942,-4.69,0.0,720.831,414.468,601.356,433.376,45.051938,25.90425,37.58475,27.086,0.058875,>0<1
1.0,0.75,0.0,0.0,0.0,101,6.81958,7,0,0,0.846,0,0.429,0.35100000000000003,0.36,0.0,163.806,102.422,143.673,112.56,23.400857,14.631714,20.524714000000003,16.08,0.050143,>1<2
1.0,1.0,1.0,0.4166666666666667,0.0,99,10.14752,24,-4,4,0.86,0,0.333,0.214,-0.52,0.0,1726.68,1013.275,1459.889,1009.459,71.945,42.219792,60.828708,42.060792,0.008917,>3<4
1.0,1.0,0.08333333333333333,0.0,0.0,101,4.791233,10,-1,1,0.8909999999999999,0,0.4,0.096,1.03,0.51,310.076,208.982,227.836,178.435,31.0076,20.8982,22.7836,17.8435,0.0096,>2<3
1.0,0.8333333333333334,0.0,0.0,0.0,101,6.569367999999999,5,-1,1,0.93,0,0.6,0.424,0.51,0.07,177.49400000000003,131.65200000000002,95.398,82.492,35.4988,26.3304,19.0796,16.4984,0.0848,>1<2
1.0,1.0,0.9166666666666666,0.3333333333333333,0.0,99,6.063178,13,1,5,0.833,1,0.385,0.207,-1.82,0.0,417.768,237.844,359.838,259.628,32.136,18.295692000000006,27.679846,19.971385,0.015923,>3<4
1.0,1.0,1.0,1.0,0.6363636363636364,101,5.293012999999998,15,-3,5,0.863,0,0.333,0.115,-1.73,0.07,544.752,321.692,520.533,399.051,36.3168,21.446133,34.7022,26.6034,0.007667,>4<50
0.375,0.0,0.0,0.0,0.0,101,5.559833,24,4,6,0.8170000000000001,2,0.917,0.912,-2.56,0.0,986.561,546.9490000000002,821.737,560.891,41.10670800000001,22.789542,34.239042,23.370458,0.038,>0<1
1.0,0.4166666666666667,0.0,0.0,0.0,101,4.95705,10,-1,3,0.77,1,0.6,0.667,0.17,0.59,465.584,311.7340000000001,326.2,226.519,46.5584,31.1734,32.62,22.6519,0.0667,>1<2
0.0,0.0,0.0,0.0,0.0,99,5.629159,8,1,5,0.677,2,0.875,0.911,-5.09,0.0,268.58,138.658,217.998,129.191,33.5725,17.33225,27.24975,16.148875,0.113875,>0<1
0.625,0.0,0.0,0.0,0.0,101,4.639385,4,-1,1,0.916,0,0.75,0.667,-0.28,0.0,125.957,73.253,95.959,62.048,31.48925,18.31325,23.98975,15.512,0.16675,>0<1
1.0,1.0,1.0,1.0,0.2727272727272727,101,4.5231309999999985,15,0,2,0.898,0,0.333,0.202,-0.02,0.0,555.988,310.314,523.096,365.0630000000001,37.065867,20.6876,34.873067,24.337533,0.013466999999999998,>4<50
0.0,0.0,0.0,0.0,0.0,101,3.397406,3,-1,1,0.8290000000000001,0,0.333,0.048,-0.61,0.24,70.003,46.164,47.631,44.81100000000001,23.334333,15.388,15.877,14.937,0.016,>0<1
0.125,0.0,0.0,0.0,0.0,99,10.564987,12,-1,3,0.8540000000000001,0,0.833,0.845,1.26,0.59,692.212,451.423,539.094,457.835,57.684333,37.618583,44.9245,38.152917,0.070417,>0<1
1.0,0.5,0.0,0.0,0.0,98,5.4105940000000015,7,-1,1,0.911,0,0.5710000000000001,0.5,0.36,0.0,362.904,223.953,244.716,146.783,51.843429,31.993286,34.959429,20.969,0.07142899999999999,>1<2
0.0,0.0,0.0,0.0,0.0,98,6.952553,7,-1,1,0.907,0,0.7140000000000001,0.619,0.79,0.0,146.55100000000004,79.15899999999998,130.445,85.602,20.935857,11.308429,18.635,12.228857,0.088429,>0<1
1.0,1.0,0.3333333333333333,0.0,0.0,100,6.102164,10,1,5,0.762,1,0.4,0.28300000000000003,-3.71,0.24,369.213,227.23,322.717,266.36400000000003,36.9213,22.723000000000006,32.2717,26.6364,0.0283,>2<3
1.0,0.8333333333333334,0.4166666666666667,0.0,0.0,101,5.170854,11,-2,2,0.935,0,0.909,0.8859999999999999,0.57,0.52,314.911,225.353,232.267,180.578,28.628273,20.486636,21.115182,16.416182,0.080545,>2<3
1.0,0.9166666666666666,0.0,0.0,0.0,97,5.51138,5,-1,1,0.866,0,0.6,0.536,-1.29,0.0,136.696,87.42299999999999,131.144,107.992,27.3392,17.4846,26.2288,21.5984,0.1072,>1<2
1.0,0.8333333333333334,0.9166666666666666,0.0,0.0,99,4.803324,10,0,2,0.88,0,0.6,0.593,0.36,0.0,493.758,263.30400000000003,452.371,288.575,49.3758,26.3304,45.2371,28.8575,0.0593,>2<3
1.0,1.0,1.0,0.3333333333333333,0.0,101,5.581395,13,-2,4,0.8,1,0.385,0.174,-2.28,0.24,655.008,407.444,514.6990000000002,398.571,50.385231,31.341846000000004,39.592231,30.659308000000006,0.013385,>3<4
1.0,1.0,0.3333333333333333,0.0,0.0,99,6.165218,10,0,2,0.7959999999999999,1,0.4,0.19,-2.4,0.0,110.162,56.565,84.05,53.36,11.0162,5.6565,8.405,5.336,0.019,>2<3
1.0,1.0,1.0,1.0,1.0,100,10.571344,25,1,5,0.866,2,0.08,-0.16899999999999998,0.3,0.01,1211.278,791.82,896.085,679.709,48.45112,31.6728,35.8434,27.18836,-0.00676,>4<50
1.0,0.16666666666666666,0.0,0.0,0.0,98,5.7371690000000015,7,-1,1,0.847,0,0.5710000000000001,0.525,-1.5,0.0,162.94899999999996,84.28299999999999,144.148,93.742,23.278429,12.040429,20.592571,13.391714000000002,0.075,>1<2
1.0,1.0,0.8333333333333334,0.3333333333333333,0.0,101,6.908146,10,-1,1,0.964,0,0.7,0.508,0.35,0.0,376.80800000000005,197.029,319.987,200.337,37.6808,19.7029,31.9987,20.0337,0.0508,>3<4
1.0,1.0,1.0,1.0,1.0,99,8.170308,18,-2,4,0.845,0,0.222,-0.076,-0.67,0.19,744.937,611.451,680.186,1002.426,41.385389,33.9695,37.788111,55.690333,-0.004222,>4<50
1.0,0.4166666666666667,0.0,0.0,0.0,98,6.5286610000000005,7,2,2,0.826,1,0.7140000000000001,0.65,-2.61,0.0,289.985,147.787,257.582,152.82399999999996,41.426429,21.112429,36.797429,21.832,0.092857,>1<2
1.0,1.0,1.0,0.9166666666666666,0.6363636363636364,99,9.594011,21,-1,3,0.782,3,0.429,0.348,0.64,0.0,928.742,579.554,895.487,739.558,44.22581,27.59781,42.642238,35.217048,0.016571000000000002,>4<50
1.0,1.0,0.75,0.0,0.0,99,8.472603999999999,10,0,2,0.799,1,0.6,0.552,-0.64,0.0,411.874,221.865,352.185,228.516,41.1874,22.1865,35.2185,22.8516,0.0552,>2<3
1.0,1.0,0.5833333333333334,0.0,0.0,99,7.30876,11,-1,3,0.872,0,0.455,0.271,-1.09,0.0,566.871,285.8540000000001,437.86300000000006,266.773,51.533727,25.986727,39.80572700000001,24.252091,0.024636,>2<3
1.0,0.3333333333333333,0.0,0.0,0.0,99,5.6314720000000005,8,0,2,0.8140000000000001,1,0.75,0.7140000000000001,-0.92,0.0,218.729,125.126,190.476,135.947,27.341125,15.64075,23.8095,16.993375,0.08925,>1<2
1.0,1.0,0.16666666666666666,0.0,0.0,99,7.607645,14,0,4,0.858,1,0.5710000000000001,0.482,-2.97,0.0,466.631,291.952,363.266,263.05400000000003,33.330786,20.853714,25.947571,18.789571,0.034429,>2<3
0.0,0.0,0.0,0.0,0.0,98,6.494525,10,-1,1,0.928,0,0.8,0.759,0.47,0.0,369.108,236.462,302.207,242.169,36.9108,23.6462,30.2207,24.2169,0.0759,>0<1
1.0,0.3333333333333333,0.0,0.0,0.0,99,4.983942,10,0,2,0.879,1,0.7,0.6940000000000001,-1.48,0.0,473.932,273.404,380.859,253.235,47.3932,27.3404,38.0859,25.3235,0.0694,>1<2
0.875,0.8333333333333334,0.9166666666666666,1.0,0.0,97,5.187171,18,0,4,0.835,1,0.944,0.8690000000000001,-2.5,0.0,859.5010000000002,491.085,655.6260000000002,412.236,47.750056,27.2825,36.423667,22.902,0.048278,>4<50
0.125,0.0,0.0,0.0,0.0,97,5.402561,6,0,2,0.7490000000000001,1,0.667,0.583,-1.12,0.0,173.294,91.144,159.408,99.649,28.882333000000006,15.190667,26.568,16.608167,0.097167,>0<1
0.0,0.0,0.0,0.0,0.0,101,3.846947,3,-1,1,0.882,0,0.667,0.611,-0.44,0.0,112.205,57.773,99.632,60.473,37.401667,19.257667,33.210667,20.157667,0.203667,>0<1
1.0,1.0,1.0,1.0,1.0,99,8.58098,21,3,11,0.725,4,0.333,0.13699999999999998,-9.44,0.27,617.432,350.22,582.354,410.605,29.401524,16.677143,27.731143,19.552619,0.006523999999999999,>4<50
1.0,0.5,0.0,0.0,0.0,97,5.683079,7,1,1,0.908,1,0.7140000000000001,0.7559999999999999,-0.67,0.0,176.551,86.876,159.114,88.255,25.221571,12.410857,22.730571,12.607857,0.108,>1<2
1.0,1.0,0.8333333333333334,0.0,0.0,101,6.4061379999999986,15,2,2,0.7290000000000001,5,0.4,0.41,-1.8,0.0,1102.796,599.95,963.946,644.742,73.519733,39.996667,64.263067,42.9828,0.027333,>2<3
0.0,0.0,0.0,0.0,0.0,99,7.728895,11,1,5,0.772,2,0.909,0.902,-3.98,0.0,400.713,231.581,326.498,233.665,36.428455,21.052818,29.681636,21.242273,0.08199999999999999,>0<1
0.5,0.0,0.0,0.0,0.0,99,5.380245,8,-1,3,0.8759999999999999,0,0.625,0.522,-0.86,0.0,198.257,128.401,169.699,133.925,24.782125,16.050125,21.212375,16.740625,0.06525,>0<1
1.0,1.0,1.0,0.3333333333333333,0.0,101,5.278723,16,-3,3,0.8109999999999999,2,0.375,0.205,-0.02,0.05,849.416,532.431,586.793,436.337,53.0885,33.276938,36.674562,27.271062,0.012812,>3<4
1.0,0.3333333333333333,0.0,0.0,0.0,98,5.5140660000000015,9,1,3,0.847,1,0.556,0.468,-3.11,0.0,433.532,238.914,291.966,205.971,48.170222,26.546,32.440667,22.885667,0.052000000000000005,>1<2
1.0,1.0,1.0,0.0,0.0,99,6.167428,14,2,2,0.852,0,0.35700000000000004,0.272,-0.58,0.07,385.111,217.596,304.651,201.002,27.507929,15.542571,21.760786,14.357285999999998,0.019429,>3<4
1.0,1.0,1.0,0.3333333333333333,0.0,99,10.43811,11,-1,1,0.863,0,0.545,0.35200000000000004,1.4,0.0,564.566,402.554,417.628,336.163,51.324182,36.595818,37.966182,30.560273,0.032,>3<4
1.0,1.0,0.75,0.0,0.0,101,5.135904,12,-2,2,0.926,0,0.5,0.34700000000000003,-0.8,0.0,366.293,217.969,347.043,263.376,30.524417,18.164083,28.92025,21.948,0.028917,>2<3
0.0,0.0,0.0,0.0,0.0,101,4.8655550000000005,19,-1,5,0.85,3,0.895,0.8759999999999999,-1.2,0.0,726.003,426.116,685.6569999999998,527.111,38.210684,22.427158,36.087211,27.742684000000004,0.046105,>0<1
1.0,0.3333333333333333,0.0,0.0,0.0,99,5.242243,9,1,5,0.8340000000000001,0,0.556,0.5539999999999999,-2.6,0.0,162.099,95.677,154.28,115.339,18.011,10.630778,17.142222,12.815444,0.061555999999999986,>1<2
0.0,0.0,0.0,0.0,0.0,99,5.493054,8,1,5,0.6759999999999999,2,0.875,0.911,-5.09,0.0,268.889,138.411,225.965,135.68,33.611125,17.301375,28.245625,16.96,0.113875,>0<1
1.0,1.0,1.0,1.0,0.36363636363636365,99,8.27624,18,0,4,0.879,1,0.333,0.131,-1.47,0.0,1108.928,707.682,831.785,638.605,61.607111,39.315667,46.210278,35.478056,0.007278,>4<50
1.0,1.0,0.5,0.0,0.0,101,5.6222699999999985,16,-3,5,0.8909999999999999,0,0.438,0.409,-2.7,0.2,511.514,300.462,382.959,261.515,31.969625,18.778875,23.934938,16.344687,0.025562,>2<3
1.0,0.5,0.0,0.0,0.0,101,5.078672,11,-1,1,0.934,0,0.455,0.3670000000000001,0.61,0.0,179.66,97.272,140.575,87.316,16.332727,8.842908999999997,12.779545,7.937817999999999,0.033364,>1<2
0.0,0.0,0.0,0.0,0.0,99,5.408951,8,1,5,0.6679999999999999,2,0.875,0.911,-5.09,0.0,254.478,133.543,203.608,123.753,31.80975,16.692875,25.451,15.469125,0.113875,>0<1
1.0,0.8333333333333334,0.0,0.0,0.0,97,6.7922600000000015,11,0,2,0.919,0,0.909,0.919,-0.73,0.0,564.991,307.685,543.46,354.0019999999999,51.362818,27.971364,49.405455,32.181999999999995,0.08354500000000001,>1<2
0.0,0.0,0.0,0.0,0.0,99,6.500251,10,0,2,0.7879999999999999,2,0.9,0.902,-0.92,0.0,360.566,205.204,328.726,237.034,36.0566,20.5204,32.8726,23.7034,0.0902,>0<1
1.0,1.0,0.4166666666666667,0.0,0.0,99,5.280273,12,1,3,0.843,1,0.5,0.368,-0.58,0.0,266.201,175.984,197.94,147.102,22.183417,14.665333,16.495,12.2585,0.030667000000000007,>2<3
1.0,1.0,0.08333333333333333,0.0,0.0,101,5.007721,11,-1,1,0.921,0,0.455,0.373,0.9,0.0,189.612,133.612,139.351,112.364,17.237454999999994,12.146545,12.668273,10.214909,0.033908999999999995,>2<3
1.0,0.4166666666666667,0.0,0.0,0.0,99,6.896152000000002,9,1,3,0.7979999999999999,1,0.444,0.28300000000000003,-2.14,0.51,117.342,65.57600000000001,93.959,61.645,13.038,7.286222,10.439889,6.849444,0.031444,>1<2
1.0,1.0,0.8333333333333334,0.0,0.0,97,5.682845,14,2,4,0.828,2,0.35700000000000004,0.2,-2.74,0.0,381.505,218.326,366.871,314.339,27.250357,15.594714000000002,26.205071,22.452786,0.014286000000000004,>2<3
1.0,1.0,0.08333333333333333,0.0,0.0,98,6.4195470000000014,12,-1,1,0.8909999999999999,0,0.417,0.236,-1.13,0.62,264.134,188.175,207.93,195.658,22.011167,15.68125,17.3275,16.304833,0.019667,>2<3
0.0,0.0,0.0,0.0,0.0,99,7.193865,20,-1,5,0.8759999999999999,0,0.95,0.952,-2.9,0.0,634.655,371.954,502.884,364.491,31.73275,18.5977,25.1442,18.22455,0.0476,>0<1
0.0,0.0,0.0,0.0,0.0,99,5.296969,8,1,5,0.6809999999999999,2,0.875,0.911,-5.09,0.0,276.91,142.567,227.837,136.392,34.61375,17.820875,28.479625,17.049,0.113875,>0<1
1.0,1.0,1.0,1.0,1.0,99,6.656878999999999,21,0,4,0.805,2,0.524,0.4,-2.33,0.0,1273.75,771.7539999999998,887.737,561.17,60.654762,36.75019,42.27319,26.722381,0.019048,>4<50
1.0,0.5,0.0,0.0,0.0,98,6.133329,7,-2,2,0.861,0,0.7140000000000001,0.5710000000000001,-1.34,0.0,281.651,180.797,193.848,118.685,40.235857,25.828143,27.692571,16.955,0.081571,>1<2
0.125,0.0,0.0,0.0,0.0,101,6.469645,5,-2,2,0.889,0,0.8,0.778,-0.89,0.0,218.807,131.43200000000002,148.816,110.575,43.7614,26.2864,29.7632,22.115,0.1556,>0<1
1.0,0.3333333333333333,0.0,0.0,0.0,98,5.75189,7,0,0,0.971,0,0.857,0.8540000000000001,0.75,0.0,127.791,78.01899999999998,105.4,76.35600000000002,18.255857,11.145571,15.057143,10.908,0.122,>1<2
1.0,1.0,0.25,0.0,0.0,101,4.6359580000000005,10,-1,1,0.939,0,0.7,0.544,0.31,0.0,493.747,274.46,384.929,254.907,49.3747,27.446,38.4929,25.4907,0.0544,>2<3
0.875,0.08333333333333333,0.0,0.0,0.0,101,5.253706,8,0,0,0.936,0,0.625,0.81,1.99,0.0,209.918,164.67700000000005,140.702,133.774,26.23975,20.584625,17.58775,16.72175,0.10125,>0<1
0.625,0.0,0.0,0.0,0.0,101,5.186331,9,-2,2,0.83,0,0.444,0.294,-0.12,0.71,210.785,145.235,169.016,139.547,23.420556,16.137222,18.779556,15.505222,0.032667,>0<1
1.0,1.0,0.5833333333333334,0.0,0.0,99,8.603394,11,-1,1,0.895,0,0.636,0.478,-0.06,0.0,421.475,271.251,312.567,220.437,38.31590900000001,24.659182,28.415182,20.039727,0.043455,>2<3
1.0,1.0,1.0,0.9166666666666666,0.0,98,5.297463,17,-1,3,0.884,0,0.353,0.211,-1.09,0.52,428.781,276.677,320.961,229.424,25.222412,16.275118,18.880059,13.495529,0.012412,>3<4
0.875,0.0,0.0,0.0,0.0,98,6.49969,7,-1,1,0.887,0,0.429,0.314,0.16,0.01,154.27100000000004,110.338,91.33,78.445,22.038714,15.762571,13.047143,11.206429,0.044857,>0<1
0.0,0.0,0.0,0.0,0.0,98,6.790442,7,-2,2,0.87,0,0.7140000000000001,0.75,-1.44,0.0,257.148,172.011,167.509,103.255,36.735429,24.573,23.929857,14.750714000000002,0.107143,>0<1
0.375,0.0,0.0,0.0,0.0,101,5.168433,9,-2,2,0.83,0,0.444,0.294,-0.12,0.71,210.068,144.286,169.44299999999996,139.80100000000002,23.340889,16.031778,18.827,15.533444,0.032667,>0<1
1.0,1.0,1.0,0.4166666666666667,0.0,101,5.302637,22,0,4,0.825,2,0.364,0.242,0.86,0.0,992.86,569.814,827.53,603.37,45.13,25.900636,37.615,27.425909000000004,0.011,>3<4
1.0,0.25,0.0,0.0,0.0,101,5.585726,4,0,0,0.929,0,0.5,0.214,0.8,0.0,183.032,116.005,124.758,96.93,45.758,29.00125,31.1895,24.2325,0.0535,>1<2
0.25,0.0,0.0,0.0,0.0,99,6.211041000000002,13,1,3,0.895,0,0.923,0.887,-1.13,0.0,732.0189999999999,410.0630000000001,585.081,380.372,56.30915400000001,31.543308000000003,45.006231,29.259385,0.068231,>0<1
1.0,1.0,0.5833333333333334,0.0,0.0,99,11.587963,11,-3,3,0.898,0,0.545,0.369,-0.88,0.0,575.224,352.1869999999999,440.111,304.586,52.293091,32.017,40.010091,27.689636,0.033545,>2<3
1.0,1.0,1.0,1.0,0.36363636363636365,99,8.147860000000001,17,1,7,0.733,2,0.294,0.087,-5.83,0.0,619.618,405.858,445.503,292.743,36.448118,23.874,26.206059,17.220176000000002,0.005118,>4<50
0.0,0.0,0.0,0.0,0.0,99,5.355736,8,1,5,0.672,2,0.875,0.911,-5.09,0.0,259.31,134.17,212.914,127.163,32.41375,16.77125,26.61425,15.895375,0.113875,>0<1
0.0,0.0,0.0,0.0,0.0,101,5.266815,12,1,3,0.755,3,0.917,0.912,-1.76,0.0,592.8240000000002,356.858,449.239,280.097,49.402,29.738167,37.436583,23.341417,0.076,>0<1
1.0,0.5,0.08333333333333333,0.0,0.0,99,5.8924080000000005,13,0,2,0.924,0,0.5379999999999999,0.39,0.1,0.0,604.11,430.621,393.08,315.821,46.47,33.124692,30.236923,24.293923,0.03,>1<2
1.0,1.0,1.0,0.5,0.0,98,8.046724000000001,11,-2,4,0.848,0,0.455,0.27,-2.5,0.0,481.177,323.142,353.8780000000001,263.593,43.743364,29.376545,32.170727,23.963,0.024545,>3<4
0.0,0.0,0.0,0.0,0.0,99,8.989809,13,1,3,0.885,0,0.923,0.887,-1.13,0.0,598.457,320.319,527.163,338.6140000000001,46.035154,24.639923,40.551,26.047231,0.068231,>0<1
1.0,0.0,0.0,0.0,0.0,99,5.81401,8,-1,1,0.949,0,0.625,0.569,0.79,0.0,112.317,53.692,109.068,61.852,14.039625,6.7115,13.6335,7.7315,0.071125,>1<2
1.0,0.6666666666666666,0.0,0.0,0.0,99,6.138982,10,-1,1,0.911,0,0.7,0.65,0.48,0.0,299.464,176.30700000000004,284.039,210.996,29.9464,17.6307,28.4039,21.0996,0.065,>1<2
0.0,0.0,0.0,0.0,0.0,101,5.196364,19,-1,5,0.823,3,0.895,0.884,-0.48,0.0,755.909,437.242,715.39,530.066,39.78468400000001,23.012737,37.652105,27.898211,0.046526,>0<1
1.0,1.0,1.0,0.25,0.0,99,6.518671,17,-1,3,0.887,1,0.471,0.3670000000000001,-2.62,0.0,792.181,500.834,625.979,448.491,46.598882,29.460824,36.822294,26.381824,0.021588,>3<4
1.0,1.0,0.16666666666666666,0.0,0.0,101,5.59063,11,-1,3,0.8270000000000001,0,0.455,0.417,-1.74,0.0,148.71200000000005,77.125,133.918,85.41799999999998,13.519273000000002,7.011364,12.174364,7.765273,0.037909,>2<3
0.375,0.0,0.08333333333333333,0.08333333333333333,0.0,99,7.871019,16,-1,1,0.916,0,0.312,0.06,1.91,0.1,340.162,234.35,242.883,190.093,21.260125,14.646875,15.180188,11.880812,0.00375,>0<1
1.0,0.4166666666666667,0.0,0.0,0.0,101,5.602956,11,-1,1,0.929,0,0.636,0.541,0.6,0.0,643.592,343.772,540.047,319.805,58.508364,31.252,49.095182,29.073182,0.049182,>1<2
0.875,0.16666666666666666,0.0,0.0,0.0,98,4.441236,12,1,3,0.8290000000000001,1,0.333,0.268,-2.44,0.21,341.288,160.159,325.224,183.643,28.440667,13.346583,27.102,15.303582999999998,0.022333,>0<1
1.0,1.0,0.8333333333333334,0.0,0.0,101,5.487925,13,-1,3,0.843,1,0.308,0.25,-2.3,0.51,557.256,352.499,466.9980000000001,363.457,42.86584600000001,27.115308,35.922923,27.958231,0.019231,>2<3
1.0,0.75,0.0,0.0,0.0,99,5.145063,10,-1,3,0.833,1,0.4,0.217,-1.3,0.51,300.3040000000001,232.201,184.908,145.64,30.0304,23.2201,18.4908,14.564,0.0217,>1<2
1.0,0.4166666666666667,0.0,0.0,0.0,99,5.6599580000000005,9,-2,4,0.799,1,0.556,0.28300000000000003,-3.39,0.0,295.841,152.852,244.174,152.493,32.871222,16.983556,27.130444,16.943667,0.031444,>1<2
0.25,0.0,0.0,0.0,0.0,101,6.5570520000000005,5,0,2,0.884,0,0.8,0.763,-0.57,0.0,247.19,128.17700000000002,215.08900000000003,131.52200000000002,49.438,25.6354,43.0178,26.3044,0.1526,>0<1
1.0,0.9166666666666666,0.4166666666666667,0.0,0.0,98,8.68167,7,-2,2,0.8590000000000001,0,0.7140000000000001,0.65,-1.11,0.0,281.30400000000003,169.171,234.029,172.472,40.186286,24.167286,33.432714000000004,24.638857,0.092857,>2<3
1.0,0.3333333333333333,0.0,0.0,0.0,98,6.016415,7,0,2,0.883,0,0.7140000000000001,0.61,-0.28,0.0,89.54299999999998,55.205,68.206,46.832,12.791857,7.886429,9.743714,6.690286,0.087143,>1<2
1.0,1.0,1.0,1.0,0.9090909090909091,101,5.320635,20,-2,4,0.856,2,0.4,0.262,-2.45,0.52,721.04,364.52,641.201,384.612,36.052,18.226,32.06005,19.2306,0.0131,>4<50
1.0,1.0,1.0,0.9166666666666666,0.9090909090909091,99,5.777809,21,3,5,0.7709999999999999,3,0.333,0.107,-0.99,0.0,1227.729,686.051,917.316,604.367,58.463286,32.669095,43.681714,28.779381,0.005095000000000001,>4<50
0.5,0.0,0.0,0.0,0.0,97,5.5487980000000015,6,-1,1,0.938,0,0.667,0.5479999999999999,0.6,0.0,131.145,72.367,108.834,67.039,21.8575,12.061167,18.139,11.173167,0.091333,>0<1
0.875,0.0,0.0,0.0,0.0,98,5.333263,7,0,2,0.765,1,0.5710000000000001,0.535,-2.02,0.0,230.106,118.23,211.272,132.263,32.872285999999995,16.89,30.181714000000003,18.894714,0.076429,>0<1
1.0,1.0,0.3333333333333333,0.0,0.0,99,10.923159,15,-1,3,0.895,0,0.6,0.568,-1.76,0.0,354.245,230.191,349.736,308.584,23.616333,15.346067,23.315733,20.572267,0.037867000000000005,>2<3
0.25,0.08333333333333333,0.0,0.0,0.0,101,5.690651,8,-1,1,0.885,0,0.625,0.596,1.5,0.01,299.943,184.547,287.1090000000001,302.93,37.492875,23.068375,35.888625,37.86625,0.0745,>0<1
1.0,0.5,0.0,0.0,0.0,98,6.585541,7,-1,1,0.879,0,0.5710000000000001,0.488,-0.22,0.0,315.18,201.285,249.673,186.437,45.025714,28.755,35.667571,26.633857,0.069714,>1<2
1.0,1.0,1.0,1.0,0.2727272727272727,99,7.137472,19,-1,5,0.79,4,0.316,0.172,-3.89,0.29,1291.562,839.41,927.715,762.704,67.976947,44.179474,48.827105,40.142316,0.009053,>4<50
1.0,1.0,0.0,0.0,0.0,98,5.318537,12,-1,3,0.81,1,0.417,0.385,0.42,0.0,470.607,266.254,401.68300000000005,279.244,39.21725,22.187833,33.473583000000005,23.270333,0.032083,>2<3
1.0,1.0,0.3333333333333333,0.0,0.0,99,10.747162,15,2,6,0.79,1,0.5329999999999999,0.472,-4.94,0.0,805.681,444.494,678.732,400.294,53.71206700000001,29.632933,45.2488,26.686267,0.031467,>2<3
1.0,1.0,1.0,1.0,0.45454545454545453,100,8.355877,15,0,4,0.872,0,0.133,-0.254,0.18,0.56,447.9980000000001,282.421,368.361,295.485,29.866533,18.828067,24.5574,19.699,-0.016933,>4<50
1.0,1.0,0.08333333333333333,0.0,0.0,99,5.466469,11,2,4,0.772,2,0.545,0.413,-4.46,0.0,575.0740000000002,286.783,490.197,273.005,52.279455,26.071182,44.563364,24.818636,0.037545,>2<3
1.0,0.75,0.0,0.0,0.0,99,10.976017,14,1,3,0.866,1,0.929,0.907,0.3,0.0,511.2,336.319,318.931,250.685,36.514286,24.022786,22.780786,17.906071,0.064786,>1<2
1.0,1.0,0.4166666666666667,0.0,0.0,99,5.864243,9,-1,1,0.915,0,0.444,0.16399999999999998,1.45,0.0,258.23900000000003,140.41299999999998,242.577,165.541,28.693222,15.601444,26.953000000000007,18.393444,0.018222,>2<3
1.0,0.5,0.0,0.0,0.0,99,5.01144,10,0,4,0.747,2,0.6,0.569,-3.09,0.0,505.435,265.196,425.646,244.209,50.5435,26.5196,42.5646,24.4209,0.0569,>1<2
0.0,0.0,0.0,0.0,0.0,98,4.736336,9,-1,3,0.867,0,0.889,0.8240000000000001,-1.32,0.0,214.607,133.785,174.313,123.822,23.845222,14.865,19.368111,13.758,0.091556,>0<1
1.0,1.0,0.8333333333333334,0.0,0.0,99,8.683948,17,-1,3,0.878,1,0.412,0.309,-1.09,0.0,384.544,267.564,305.514,269.026,22.620235,15.739059,17.971412,15.825059,0.018176,>2<3
1.0,1.0,1.0,0.5,0.0,99,7.286441,17,0,4,0.8490000000000001,2,0.706,0.75,-1.76,0.0,957.976,585.369,778.622,596.307,56.351529000000006,34.433471000000004,45.801294,35.076882,0.044118,>3<4
1.0,0.9166666666666666,0.3333333333333333,0.0,0.0,97,5.653474,9,1,3,0.81,1,0.667,0.547,-3.37,0.0,291.783,154.191,262.408,172.753,32.420333,17.132333,29.156444,19.194778,0.060778,>2<3
1.0,1.0,1.0,0.08333333333333333,0.0,100,6.995533999999998,16,-2,4,0.887,0,0.375,0.333,-1.2,0.19,771.387,496.973,600.904,484.806,48.211687,31.060812,37.5565,30.300375,0.020813,>3<4
1.0,0.3333333333333333,0.0,0.0,0.0,98,9.323733,7,-1,1,0.758,1,0.429,0.314,0.71,0.0,429.714,280.815,312.946,232.485,61.387714,40.116429,44.706571,33.212143,0.044857,>1<2
1.0,1.0,1.0,0.9166666666666666,0.0,100,5.855064,10,-1,3,0.831,0,0.5,0.534,-0.89,0.0,235.89,144.083,185.819,132.138,23.589,14.4083,18.5819,13.2138,0.0534,>3<4
1.0,1.0,0.8333333333333334,0.08333333333333333,0.0,100,7.424111999999999,15,2,4,0.82,1,0.267,0.056,-5.16,0.0,506.913,256.322,435.512,254.746,33.7942,17.088133,29.034133,16.983067000000002,0.003733,>2<3
1.0,1.0,1.0,1.0,0.6363636363636364,99,8.212987,19,-2,6,0.865,0,0.263,0.047,-1.22,0.0,665.395,406.096,495.904,327.0,35.020789,21.373474,26.100211,17.210526,0.002474,>4<50
1.0,1.0,0.75,0.0,0.0,101,4.375728,16,-2,4,0.848,1,0.375,0.333,-3.16,0.0,356.055,288.397,240.571,236.471,22.253438,18.024812,15.035688,14.779437,0.020813,>2<3
